CO_IES|NO_IES|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_CURSO|NO_CURSO|CO_GRAU_ACADEMICO|DS_GRAU_ACADEMICO|CO_MODALIDADE_ENSINO|DS_MODALIDADE_ENSINO|CO_NIVEL_ACADEMICO|DS_NIVEL_ACADEMICO|CO_ALUNO_CURSO|CO_ALUNO|CO_COR_RACA_ALUNO|DS_COR_RACA_ALUNO|IN_SEXO_ALUNO|DS_SEXO_ALUNO|NU_ANO_ALUNO_NASC|NU_DIA_ALUNO_NASC|NU_MES_ALUNO_NASC|NU_IDADE_ALUNO|CO_NACIONALIDADE_ALUNO|CO_PAIS_ORIGEM_ALUNO|CO_UF_NASCIMENTO|CO_MUNICIPIO_NASCIMENTO|CO_ALUNO_SITUACAO|IN_ALUNO_DEFICIENCIA|IN_DEF_AUDITIVA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|IN_DEF_SURDEZ|IN_DEF_SURDOCEGUEIRA|IN_DEF_BAIXA_VISAO|IN_DEF_CEGUEIRA|IN_DEF_SUPERDOTACAO|IN_TGD_AUTISMO_INFANTIL|IN_TGD_SINDROME_ASPERGER|IN_TGD_SINDROME_RETT|IN_TGD_TRANSTOR_DESINTEGRATIVO|DT_INGRESSO_CURSO|IN_ATIVIDADE_COMPLEMENTAR|IN_RESERVA_VAGAS|IN_FINANC_ESTUDANTIL|CO_CURSO_POLO|CO_TURNO_ALUNO|IN_ING_VESTIBULAR|IN_ING_ENEM|IN_ING_OUTRO_TIPO_SELECAO|IN_ING_CONVENIO_PECG|IN_ING_OUTRA_FORMA|IN_RESERVA_ETNICO|IN_RESERVA_DEFICIENCIA|IN_RESERVA_ENSINO_PUBLICO|IN_RESERVA_RENDA_FAMILIAR|IN_RESERVA_OUTROS|IN_FIN_REEMB_FIES|IN_FIN_REEMB_ESTADUAL|IN_FIN_REEMB_MUNICIPAL|IN_FIN_REEMB_PROG_IES|IN_FIN_REEMB_ENT_EXTERNA|IN_FIN_REEMB_OUTRA|IN_FIN_NAOREEMB_PROUNI_INTEGR|IN_FIN_NAOREEMB_PROUNI_PARCIAL|IN_FIN_NAOREEMB_ESTADUAL|IN_FIN_NAOREEMB_MUNICIPAL|IN_FIN_NAOREEMB_PROG_IES|IN_FIN_NAOREEMB_ENT_EXTERNA|IN_FIN_NAOREEMB_OUTRA|IN_APOIO_SOCIAL|IN_APOIO_ALIMENTACAO|IN_APOIO_BOLSA_PERMANENCIA|IN_APOIO_BOLSA_TRABALHO|IN_APOIO_MATERIAL_DIDATICO|IN_APOIO_MORADIA|IN_APOIO_TRANSPORTE|IN_COMPL_ESTAGIO|IN_COMPL_EXTENSAO|IN_COMPL_MONITORIA|IN_COMPL_PESQUISA|IN_BOLSA_ESTAGIO|IN_BOLSA_EXTENSAO|IN_BOLSA_MONITORIA|IN_BOLSA_PESQUISA|TP_PROCEDE_EDUC_PUBLICA|IN_MATRICULA|IN_CONCLUINTE|IN_INGRESSO_TOTAL|IN_INGRESSO_PROCESSO_SELETIVO|IN_INGRESSO_OUTRAS_FORMAS|ANO_INGRESSO
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107474|ADMINISTRAÇÃO|1|Bacharelado|1|Presencial|1|Graduação|1582620|400003476419|3|Parda|1|Feminino|1989|11|11|22|1|10|31|3135209|2|0||||||||||||||04AUG2008:00:00:00|0|0|0||1|1|0|0||0|||||||||||||||||||1|0|0|0|0|1|0|||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|Tecnologico|1|Presencial|1|Graduação|1589169|400003281140|4|Amarela|0|Masculino|1984|13|12|27|1|10|25|2512705|6|0||||||||||||||01AUG2007:00:00:00|0|0|0||1|1|0|0||0|||||||||||||||||||0|||||||||||||||2|1|1|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|Licenciatura|1|Presencial|1|Graduação|1584463|400003480294|6|Não dispõe da informação|1|Feminino|1978|06|11|33|1|10|31|3108602|2|0||||||||||||||11FEB2008:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107474|ADMINISTRAÇÃO|1|Bacharelado|1|Presencial|1|Graduação|1589229|400003243254|3|Parda|1|Feminino|1983|09|12|28|1|10|31|3135357|2|0||||||||||||||06AUG2007:00:00:00|0|0|0||1|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|Licenciatura|1|Presencial|1|Graduação|1586732|400003257910|6|Não dispõe da informação|0|Masculino|1983|22|01|28|1|10|35|3550308|4|0||||||||||||||05FEB2007:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||1|0|0|0|0|1|0|||||||||1|0|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|Licenciatura|1|Presencial|1|Graduação|1587768|400003461909|2|Preta|1|Feminino|1981|31|10|30|1|10|31|3135209|2|0||||||||||||||01AUG2007:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107474|ADMINISTRAÇÃO|1|Bacharelado|1|Presencial|1|Graduação|1587774|400003472575|3|Parda|1|Feminino|1982|02|12|29|1|10|31|3135209|2|0||||||||||||||04AUG2008:00:00:00|0|0|0||1|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107474|ADMINISTRAÇÃO|1|Bacharelado|1|Presencial|1|Graduação|1575256|400002584220|3|Parda|0|Masculino|1989|09|02|22|1|10|31|3135209|2|0||||||||||||||06AUG2007:00:00:00|0|0|0||1|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|Licenciatura|1|Presencial|1|Graduação|1583678|400003980304|3|Parda|1|Feminino|1981|16|10|30|1|10|35|3552809|4|0||||||||||||||03AUG2009:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||1|0|0|0|0|0|2009
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107474|ADMINISTRAÇÃO|1|Bacharelado|1|Presencial|1|Graduação|1587872|400003247796|3|Parda|1|Feminino|1984|03|12|27|1|10|35|3550308|2|0||||||||||||||06AUG2007:00:00:00|0|0|0||1|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|Licenciatura|1|Presencial|1|Graduação|1590446|400003478770|2|Preta|1|Feminino|1979|23|12|32|1|10|35|3550308|2|0||||||||||||||11FEB2008:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107476|AGRONOMIA|1|Bacharelado|1|Presencial|1|Graduação|1587998|400003235669|3|Parda|0|Masculino|1990|06|11|21|1|10|31|3108602|2|0||||||||||||||09FEB2009:00:00:00|0|0|0||2|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2009
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107474|ADMINISTRAÇÃO|1|Bacharelado|1|Presencial|1|Graduação|1585864|400003469740|3|Parda|1|Feminino|1976|02|12|35|1|10|31|3135209|2|0||||||||||||||11FEB2008:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|112692|FÍSICA|2|Licenciatura|1|Presencial|1|Graduação|1583944|400001487392|1|Branca|0|Masculino|1981|16|08|30|1|10|||4|0||||||||||||||03AUG2009:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||1|0|0|0|0|0|2009
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|112692|FÍSICA|2|Licenciatura|1|Presencial|1|Graduação|1585945|400003458848|3|Parda|1|Feminino|1985|16|06|26|1|10|31|3135209|4|0||||||||||||||04AUG2008:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||1|0|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107474|ADMINISTRAÇÃO|1|Bacharelado|1|Presencial|1|Graduação|1584911|400003476295|3|Parda|1|Feminino|1983|22|07|28|1|10|31|3135209|2|0||||||||||||||04AUG2008:00:00:00|0|0|0||1|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|Licenciatura|1|Presencial|1|Graduação|1587096|400003530220|2|Preta|1|Feminino|1984|18|04|27|1|10|35|3550308|4|0||||||||||||||03AUG2009:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||1|0|0|0|0|0|2009
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107474|ADMINISTRAÇÃO|1|Bacharelado|1|Presencial|1|Graduação|1574602|400002581746|1|Branca|0|Masculino|1961|11|11|50|1|10|35|3550308|6|0||||||||||||||06AUG2007:00:00:00|0|0|0||1|1|0|0||0|||||||||||||||||||0|||||||||||||||2|1|1|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107474|ADMINISTRAÇÃO|1|Bacharelado|1|Presencial|1|Graduação|1586077|400003479435|1|Branca|1|Feminino|1973|16|01|38|1|10|31|3135209|2|0||||||||||||||04AUG2008:00:00:00|0|0|0||1|1|0|0||0|||||||||||||||||||1|0|0|0|0|0|1|||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107474|ADMINISTRAÇÃO|1|Bacharelado|1|Presencial|1|Graduação|1588304|400003243021|3|Parda|0|Masculino|1965|21|06|46|1|10|31|3135209|6|0||||||||||||||06AUG2007:00:00:00|0|0|0||1|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|1|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107474|ADMINISTRAÇÃO|1|Bacharelado|1|Presencial|1|Graduação|1586142|400003257523|1|Branca|0|Masculino|1988|17|02|23|1|10|31|3143302|2|0||||||||||||||11FEB2008:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||1|0|0|0|0|0|1|||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|Tecnologico|1|Presencial|1|Graduação|1587259|400003274027|3|Parda|0|Masculino|1987|24|10|24|1|10|35|3550308|6|0||||||||||||||01FEB2007:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|1|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|Licenciatura|1|Presencial|1|Graduação|1588324|400003462172|3|Parda|0|Masculino|1982|03|11|29|1|10|31|3135209|2|0||||||||||||||01AUG2007:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|Licenciatura|1|Presencial|1|Graduação|1592262|400003265463|1|Branca|0|Masculino|1981|28|10|30|1|10|35|3550308|2|0||||||||||||||05FEB2007:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|112692|FÍSICA|2|Licenciatura|1|Presencial|1|Graduação|1591441|400003501043|2|Preta|1|Feminino|1988|26|06|23|1|10|31|3135357|2|0||||||||||||||03AUG2009:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||1|0|0|0|0|0|1|||||||||1|1|0|0|0|0|2009
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107474|ADMINISTRAÇÃO|1|Bacharelado|1|Presencial|1|Graduação|1591507|400003472856|1|Branca|0|Masculino|1981|20|12|30|1|10|31|3135209|2|0||||||||||||||04AUG2008:00:00:00|0|0|0||1|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107474|ADMINISTRAÇÃO|1|Bacharelado|1|Presencial|1|Graduação|1591528|400003481006|6|Não dispõe da informação|0|Masculino|1976|08|11|35|1|10|31|3143302|2|0||||||||||||||04AUG2008:00:00:00|0|0|0||1|1|0|0||0|||||||||||||||||||0|||||||||||||||0|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|Licenciatura|1|Presencial|1|Graduação|1595294|400003497403|6|Não dispõe da informação|1|Feminino|1973|01|12|38|1|10|31|3135209|2|0||||||||||||||04AUG2008:00:00:00|0|0|0||1|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107474|ADMINISTRAÇÃO|1|Bacharelado|1|Presencial|1|Graduação|12743555|400012632331|0|Não declarado|1|Feminino|1993|15|03|18|1|10|31|3143302|2|0||||||||||||||14FEB2011:00:00:00|0|0|0||3|0|1|0||0|||||||||||||||||||0|||||||||||||||1|1|0|1|1|0|2011
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|107476|AGRONOMIA|1|Bacharelado|1|Presencial|1|Graduação|12594364|400012591333|0|Não declarado|0|Masculino|1972|10|01|39|1|10|31|3143302|2|0||||||||||||||18JAN2011:00:00:00|0|0|0||1|0|0|0||1|||||||||||||||||||0|||||||||||||||0|1|0|1|0|1|2011
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|BIOLOGIA|2|Licenciatura|1|Presencial|1|Graduação|1649779|400009109686|6|Não dispõe da informação|0|Masculino|1991|16|02|20|1|10|31|3135209|4|0||||||||||||||02AUG2010:00:00:00|0|0|0||2|0|1|0||0|||||||||||||||||||0|||||||||||||||1|0|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|Tecnologico|1|Presencial|1|Graduação|11285679|400012302691|4|Amarela|0|Masculino|1992|28|04|19|1|10|35|3550308|2|0||||||||||||||01AUG2011:00:00:00|0|0|0||1|0|1|0||0|||||||||||||||||||0|||||||||||||||1|1|0|1|1|0|2011
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|112692|FÍSICA|2|Licenciatura|1|Presencial|1|Graduação|1657189|400009149396|6|Não dispõe da informação|0|Masculino|1983|22|09|28|1|10|31|3135209|3|0||||||||||||||28JAN2010:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||1|0|0|0|0|0|1|||||||||1|0|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|112692|FÍSICA|2|Licenciatura|1|Presencial|1|Graduação|1651742|400009140211|6|Não dispõe da informação|0|Masculino|1984|25|01|27|1|10|31|3170909|4|0||||||||||||||18JAN2010:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||1|0|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|BIOLOGIA|2|Licenciatura|1|Presencial|1|Graduação|1649878|400009110536|6|Não dispõe da informação|1|Feminino|1988|28|12|23|1|10|31|3135209|2|0||||||||||||||02AUG2010:00:00:00|0|0|0||2|0|1|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|BIOLOGIA|2|Licenciatura|1|Presencial|1|Graduação|1648061|400009110394|6|Não dispõe da informação|1|Feminino|1991|13|05|20|1|10|31|3135209|2|0||||||||||||||02AUG2010:00:00:00|0|0|0||2|0|1|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|BIOLOGIA|2|Licenciatura|1|Presencial|1|Graduação|1648065|400009110478|6|Não dispõe da informação|0|Masculino|1979|27|01|32|1|10|31|3143302|4|0||||||||||||||02AUG2010:00:00:00|0|0|0||2|0|1|0||0|||||||||||||||||||0|||||||||||||||0|0|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|BIOLOGIA|2|Licenciatura|1|Presencial|1|Graduação|1648071|400009110541|6|Não dispõe da informação|1|Feminino|1991|04|10|20|1|10|31|3135209|2|0||||||||||||||02AUG2010:00:00:00|0|0|0||2|0|1|0||0|||||||||||||||||||1|0|0|0|1|0|1|||||||||1|1|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|BIOLOGIA|2|Licenciatura|1|Presencial|1|Graduação|1648468|400009110527|1|Branca|0|Masculino|1990|16|12|21|1|10|||4|0||||||||||||||02AUG2010:00:00:00|0|0|0||2|0|1|0||0|||||||||||||||||||0|||||||||||||||1|0|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|BIOLOGIA|2|Licenciatura|1|Presencial|1|Graduação|1650436|400005037005|6|Não dispõe da informação|1|Feminino|1984|28|11|27|1|10|31|3170909|2|0||||||||||||||02AUG2010:00:00:00|0|0|0||2|0|1|0||0|||||||||||||||||||1|0|1|0|0|0|0|||||||||1|1|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|112692|FÍSICA|2|Licenciatura|1|Presencial|1|Graduação|1670375|400009149382|6|Não dispõe da informação|1|Feminino|1985|25|09|26|1|10|31|3135209|4|0||||||||||||||23MAR2010:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||1|0|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|112692|FÍSICA|2|Licenciatura|1|Presencial|1|Graduação|1670380|400009149390|6|Não dispõe da informação|1|Feminino|1989|02|10|22|1|10|31|3135209|4|0||||||||||||||23MAR2010:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||1|0|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|112692|FÍSICA|2|Licenciatura|1|Presencial|1|Graduação|1670387|400009149403|6|Não dispõe da informação|0|Masculino|1992|03|06|19|1|10|||4|0||||||||||||||25FEB2010:00:00:00|0|0|0||3|0|1|0||0|||||||||||||||||||0|||||||||||||||1|0|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|BIOLOGIA|2|Licenciatura|1|Presencial|1|Graduação|1676929|400009124313|6|Não dispõe da informação|0|Masculino|1990|15|04|21|1|10|31|3104502|4|0||||||||||||||02AUG2010:00:00:00|0|0|0||2|0|1|0||0|||||||||||||||||||0|||||||||||||||1|0|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|112692|FÍSICA|2|Licenciatura|1|Presencial|1|Graduação|1677269|400009147648|6|Não dispõe da informação|1|Feminino|1989|14|04|22|1|10|31|3135209|2|0||||||||||||||17MAR2010:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||1|1|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|112692|FÍSICA|2|Licenciatura|1|Presencial|1|Graduação|1675386|400005622893|6|Não dispõe da informação|1|Feminino|1974|02|09|37|1|10|31|3135209|4|0||||||||||||||09JUL2010:00:00:00|0|0|0||3|0|0|0||1|||||||||||||||||||0|||||||||||||||1|0|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|112692|FÍSICA|2|Licenciatura|1|Presencial|1|Graduação|1697081|400009141514|6|Não dispõe da informação|1|Feminino|1990|01|03|21|1|10|31|3107307|2|0||||||||||||||19JAN2010:00:00:00|0|0|0||3|1|0|0||0|||||||||||||||||||0|||||||||||||||0|1|0|0|0|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|1102801|BIOLOGIA|2|Licenciatura|1|Presencial|1|Graduação|1690869|400009123660|6|Não dispõe da informação|0|Masculino|1990|20|10|21|1|10|31|3135209|2|0||||||||||||||02AUG2010:00:00:00|0|0|0||2|0|1|0||0|||||||||||||||||||1|0|1|0|0|0|0|||||||||1|1|0|0|0|0|2010
